0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0,0.03183520585298538,-0.02631578952118887,-0.03168685821304021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1,0,0.0022038568276911974,0.009345794201457562,0.013071895430854054,0.0037634417328494467,0.007498659064074438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2,0,0.05747126415371895,0.04830917583379837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3,0,0.023182552307844162,0.00852609044741838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4,0,0.0,0.0,0.01123595517128706,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
5,0,0.01571856252849102,-0.02873986660106505,-0.021623674442847334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
6,0,0.017498040571808815,0.016940450676895796,0.003533570812846143,0.004778672297470445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
7,0,-0.0069444444961845875,-0.025641024895566796,0.0059808595999142344,-0.030915575518045534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
8,0,0.004434589762240648,-0.00441501099966137,-0.002217294881120324,-0.019999999360626356,-0.0022675734369775056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
9,0,0.001197031349875033,0.016260162131794802,0.0023529418398125362,0.008215962012592917,-0.011408614802339427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
10,0,-0.008120681159198284,-0.02995635371239909,0.06458554588284428,0.0026514066118816042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
11,0,-0.007957560010254383,-0.026737967462612956,-0.030219783071133204,0.014164310220615326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
12,0,-0.005263158120214939,0.012333516093430922,-0.024366506549937293,0.010714153273293742,0.03885659934550924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
13,0,-0.024000000208616257,-0.0016393433862862102,-0.019704432508787822,0.025125626367080527,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
14,0,-0.007352941203862429,-0.01296296359799976,-0.0056285174919305445,0.015094339683964907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
15,0,0.002659574383869767,0.016357206308547596,-0.013049152074652653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
16,0,-0.012765957042574883,0.008620689378668722,-0.0042735041376056075,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
17,0,-0.006191950291395187,-0.006230529419851986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
18,0,0.0,0.059907834976911545,-0.017391304317263215,-0.04424778842571818,-0.009259259250595979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
